,date,position,title,isrc,acousticness,danceability,duration_ms,energy,instrumentalness,key,liveness,loudness,mode,speechiness,tempo,time_signature,valence
1437,2018-12-28,38,LONELY THIS CHRISTMAS,GBAYE7400041,0.81,0.551,213160,0.325,0.000112,0,0.115,-13.507,1,0.0286,98.932,3,0.496
1438,2018-12-28,39,BABY IT'S COLD OUTSIDE,USWB11402616,0.647,0.553,166147,0.476,0.0,0,0.281,-8.869,1,0.0649,113.401,3,0.558
1439,2018-12-28,40,THURSDAY,GBAHS1800454,0.452,0.603,216239,0.554,0.0,2,0.0545,-4.381,1,0.0646,111.989,4,0.354
1440,2019-01-04,1,SWEET BUT PSYCHO,USAT21802011,0.0684,0.72,187436,0.706,0.0,1,0.166,-4.719,1,0.0473,133.002,4,0.62
1441,2019-01-04,2,THANK U NEXT,USUM71819361,0.229,0.717,207320,0.653,0.0,1,0.101,-5.634,1,0.0658,106.966,4,0.412
1442,2019-01-04,3,SUNFLOWER,USUV71803661,0.533,0.755,157560,0.522,0.0,2,0.0685,-4.368,1,0.0575,89.96,4,0.925
1443,2019-01-04,4,NOTHING BREAKS LIKE A HEART,GBARL1801571,0.00987,0.601,217467,0.794,1.36e-06,7,0.388,-5.844,0,0.0671,114.066,4,0.244
1444,2019-01-04,5,WOW.,USUM71822626,0.136,0.829,149547,0.539,1.78e-06,11,0.103,-7.359,0,0.208,99.96,4,0.388
1445,2019-01-04,6,BABY SHARK,KRE671700001,0.259,0.829,80927,0.886,0.0,8,0.0559,-1.746,1,0.112,115.056,4,0.777
1446,2019-01-04,7,SHOTGUN,GBARL1701372,0.286,0.673,201287,0.735,0.0,5,0.242,-4.733,1,0.0457,115.744,4,0.754
1447,2019-01-04,8,REWRITE THE STARS,USAT21811541,0.237,0.67,218293,0.743,0.0,10,0.465,-4.993,1,0.0393,125.944,4,0.571
1448,2019-01-04,9,RUIN MY LIFE,USSM11807704,0.423,0.665,190932,0.699,0.0,11,0.0969,-5.265,1,0.0578,124.896,4,0.585
1449,2019-01-04,10,ZEZE,USAT21811523,0.0521,0.861,228760,0.603,0.0,8,0.0924,-5.788,0,0.176,98.043,4,0.504
1450,2019-01-04,11,WITHOUT ME,USUM71813499,0.297,0.752,201661,0.488,9.11e-06,6,0.0936,-7.05,1,0.0705,136.041,4,0.533
1451,2019-01-04,12,LOST WITHOUT YOU,UK8E21701401,0.932,0.386,225853,0.136,0.0,6,0.0653,-9.267,1,0.0458,67.016,3,0.0976
1452,2019-01-04,13,THURSDAY,GBAHS1800454,0.452,0.603,216239,0.554,0.0,2,0.0545,-4.381,1,0.0646,111.989,4,0.354
1453,2019-01-04,14,HOLD MY GIRL,GBARL1701376,0.597,0.614,211764,0.527,0.0,10,0.11,-6.374,1,0.0302,121.941,4,0.354
1454,2019-01-04,15,BABY,GBAHS1800640,0.356,0.755,205440,0.74,1.05e-05,0,0.0994,-5.354,0,0.04,116.946,4,0.33
1455,2019-01-04,16,THIS IS ME,USAT21704622,0.00583,0.284,234707,0.704,0.000115,2,0.0424,-7.276,1,0.186,191.702,4,0.1
1456,2019-01-04,17,A MILLION DREAMS,USAT21811535,0.272,0.312,273640,0.499,0.0,7,0.0901,-6.282,1,0.0397,148.173,4,0.191
1457,2019-01-04,18,WOMAN LIKE ME,GBHMU1800051,0.177,0.754,229720,0.854,0.0,5,0.0808,-3.449,0,0.0608,75.002,4,0.8
1458,2019-01-04,19,PLAY,GBUM71807392,0.0276,0.767,186560,0.788,2.13e-05,11,0.391,-7.718,0,0.0444,125.036,4,0.591
1459,2019-01-04,20,IMAGINE,USUM71822236,0.378,0.729,212267,0.475,0.0,8,0.12,-4.985,1,0.0364,62.52,3,0.371
1460,2019-01-04,21,PROMISES,GBARL1801049,0.0119,0.781,213309,0.768,4.91e-06,11,0.325,-5.991,1,0.0394,123.07,4,0.486
1461,2019-01-04,22,GOING BAD,USAT21812712,0.259,0.889,180522,0.496,0.0,4,0.252,-6.365,0,0.0905,86.003,4,0.544
1462,2019-01-04,23,LET YOU LOVE ME,GBAHS1800684,0.275,0.475,191120,0.846,0.0,10,0.0824,-3.344,1,0.283,96.036,4,0.451
1463,2019-01-04,24,SHALLOW,USUM71813192,0.371,0.572,215733,0.385,0.0,7,0.231,-6.362,1,0.0308,95.799,4,0.323
1464,2019-01-04,25,THE GREATEST SHOW,USAT21704616,0.000239,0.417,302147,0.824,0.0545,11,0.0725,-7.36,0,0.105,157.92,4,0.4
1465,2019-01-04,26,HAPPIER,USUG11801651,0.191,0.687,214290,0.792,0.0,5,0.167,-2.749,1,0.0452,100.015,4,0.671
1466,2019-01-04,27,ADVICE,UKFBX1800008,0.201,0.911,192571,0.529,0.0,9,0.101,-7.996,0,0.328,105.067,4,0.76
1467,2019-01-04,28,MO BAMBA,QM24S1703585,0.194,0.729,183907,0.625,0.00986,4,0.248,-5.266,1,0.0315,146.034,4,0.261
1468,2019-01-04,29,EASTSIDE,USUM71809132,0.549,0.632,170770,0.686,0.0,6,0.2,-7.665,0,0.243,89.949,4,0.329
1469,2019-01-04,30,A MILLION DREAMS,USAT21704617,0.243,0.265,269453,0.312,0.0,7,0.0893,-11.689,1,0.0569,54.747,3,0.0998
1470,2019-01-04,31,LEAVE A LIGHT ON,GBARL1701655,0.0153,0.586,185863,0.624,1.78e-06,5,0.133,-5.946,1,0.113,68.976,4,0.267
1471,2019-01-04,32,KIKA,QMEU31821969,0.128,0.745,136032,0.715,0.0,1,0.182,-3.368,0,0.246,94.511,4,0.342
1472,2019-01-04,33,SICKO MODE,USSM11806660,0.00513,0.834,312820,0.73,0.0,8,0.124,-3.714,1,0.222,155.008,4,0.446
1473,2019-01-04,34,GIRLS LIKE YOU,USUM71805272,0.568,0.851,235545,0.541,0.0,0,0.13,-6.825,1,0.0505,124.959,4,0.448
1474,2019-01-04,35,MONEY,USAT21811495,0.00534,0.95,183527,0.59,0.0,8,0.11,-6.508,0,0.29,130.003,4,0.219
1475,2019-01-04,36,GUN LEAN,UKRL31800005,0.364,0.91,213747,0.643,1.67e-05,8,0.101,-8.929,1,0.432,139.95,4,0.729
1476,2019-01-04,37,ONE KISS,GBARL1800368,0.037,0.791,214847,0.862,2.19e-05,9,0.0814,-3.24,0,0.11,123.994,4,0.592
1477,2019-01-04,38,FUNKY FRIDAY,GBUM71806264,0.0783,0.975,182741,0.535,0.0,1,0.107,-7.227,1,0.196,125.066,4,0.671
1478,2019-01-04,39,BODY,NLF711710457,0.0476,0.752,163216,0.764,9.44e-05,1,0.0543,-4.399,1,0.038,121.958,4,0.582
1479,2019-01-04,40,PERFECT,GBAHS1700024,0.163,0.599,263400,0.448,0.0,8,0.106,-6.312,1,0.0232,95.05,3,0.168
1480,2019-01-11,1,SWEET BUT PSYCHO,USAT21802011,0.0684,0.72,187436,0.706,0.0,1,0.166,-4.719,1,0.0473,133.002,4,0.62
1481,2019-01-11,2,THANK U NEXT,USUM71819361,0.229,0.717,207320,0.653,0.0,1,0.101,-5.634,1,0.0658,106.966,4,0.412
1482,2019-01-11,3,NOTHING BREAKS LIKE A HEART,GBARL1801571,0.00987,0.601,217467,0.794,1.36e-06,7,0.388,-5.844,0,0.0671,114.066,4,0.244
1483,2019-01-11,4,WOW.,USUM71822626,0.136,0.829,149547,0.539,1.78e-06,11,0.103,-7.359,0,0.208,99.96,4,0.388
1484,2019-01-11,5,SUNFLOWER,USUV71803661,0.533,0.755,157560,0.522,0.0,2,0.0685,-4.368,1,0.0575,89.96,4,0.925
1485,2019-01-11,6,18HUNNA,GBARL1801740,0.316,0.628,189322,0.578,1.68e-06,10,0.11,-8.387,0,0.479,145.005,4,0.377
1486,2019-01-11,7,REWRITE THE STARS,USAT21811541,0.237,0.67,218293,0.743,0.0,10,0.465,-4.993,1,0.0393,125.944,4,0.571
1487,2019-01-11,8,HOLD MY GIRL,GBARL1701376,0.597,0.614,211764,0.527,0.0,10,0.11,-6.374,1,0.0302,121.941,4,0.354
1488,2019-01-11,9,LOST WITHOUT YOU,UK8E21701401,0.932,0.386,225853,0.136,0.0,6,0.0653,-9.267,1,0.0458,67.016,3,0.0976
1489,2019-01-11,10,WITHOUT ME,USUM71813499,0.297,0.752,201661,0.488,9.11e-06,6,0.0936,-7.05,1,0.0705,136.041,4,0.533
1490,2019-01-11,11,PLAY,GBUM71807392,0.0276,0.767,186560,0.788,2.13e-05,11,0.391,-7.718,0,0.0444,125.036,4,0.591
1491,2019-01-11,12,RUIN MY LIFE,USSM11807704,0.423,0.665,190932,0.699,0.0,11,0.0969,-5.265,1,0.0578,124.896,4,0.585
1492,2019-01-11,13,ZEZE,USAT21811523,0.0521,0.861,228760,0.603,0.0,8,0.0924,-5.788,0,0.176,98.043,4,0.504
1493,2019-01-11,14,BABY SHARK,KRE671700001,0.259,0.829,80927,0.886,0.0,8,0.0559,-1.746,1,0.112,115.056,4,0.777
1494,2019-01-11,15,UNDECIDED,USRC11803551,0.288,0.407,185000,0.612,0.0,5,0.198,-4.387,0,0.13,96.943,4,0.488
1495,2019-01-11,16,SHOTGUN,GBARL1701372,0.286,0.673,201287,0.735,0.0,5,0.242,-4.733,1,0.0457,115.744,4,0.754
1496,2019-01-11,17,BABY,GBAHS1800640,0.356,0.755,205440,0.74,1.05e-05,0,0.0994,-5.354,0,0.04,116.946,4,0.33
1497,2019-01-11,18,GOING BAD,USAT21812712,0.259,0.889,180522,0.496,0.0,4,0.252,-6.365,0,0.0905,86.003,4,0.544
1498,2019-01-11,19,THURSDAY,GBAHS1800454,0.452,0.603,216239,0.554,0.0,2,0.0545,-4.381,1,0.0646,111.989,4,0.354
1499,2019-01-11,20,IMAGINE,USUM71822236,0.378,0.729,212267,0.475,0.0,8,0.12,-4.985,1,0.0364,62.52,3,0.371
1500,2019-01-11,21,SHALLOW,USUM71813192,0.371,0.572,215733,0.385,0.0,7,0.231,-6.362,1,0.0308,95.799,4,0.323
1501,2019-01-11,22,ONE KISS,GBARL1800368,0.037,0.791,214847,0.862,2.19e-05,9,0.0814,-3.24,0,0.11,123.994,4,0.592
1502,2019-01-11,23,THIS IS ME,USAT21704622,0.00583,0.284,234707,0.704,0.000115,2,0.0424,-7.276,1,0.186,191.702,4,0.1
1503,2019-01-11,24,A MILLION DREAMS,USAT21811535,0.272,0.312,273640,0.499,0.0,7,0.0901,-6.282,1,0.0397,148.173,4,0.191
1504,2019-01-11,25,OPTIONS,QM6P41894589,0.387,0.836,240082,0.621,9.16e-05,1,0.104,-4.685,0,0.0892,101.995,4,0.762
1505,2019-01-11,26,MO BAMBA,QM24S1703585,0.194,0.729,183907,0.625,0.00986,4,0.248,-5.266,1,0.0315,146.034,4,0.261
1506,2019-01-11,27,PROMISES,GBARL1801049,0.0119,0.781,213309,0.768,4.91e-06,11,0.325,-5.991,1,0.0394,123.07,4,0.486
1507,2019-01-11,28,WOMAN LIKE ME,GBHMU1800051,0.177,0.754,229720,0.854,0.0,5,0.0808,-3.449,0,0.0608,75.002,4,0.8
1508,2019-01-11,29,LET YOU LOVE ME,GBAHS1800684,0.275,0.475,191120,0.846,0.0,10,0.0824,-3.344,1,0.283,96.036,4,0.451
1509,2019-01-11,30,ADVICE,UKFBX1800008,0.201,0.911,192571,0.529,0.0,9,0.101,-7.996,0,0.328,105.067,4,0.76
1510,2019-01-11,31,EASTSIDE,USUM71809132,0.549,0.632,170770,0.686,0.0,6,0.2,-7.665,0,0.243,89.949,4,0.329
1511,2019-01-11,32,KIKA,QMEU31821969,0.128,0.745,136032,0.715,0.0,1,0.182,-3.368,0,0.246,94.511,4,0.342
1512,2019-01-11,33,GRACE,DEUM71806295,0.435,0.722,185658,0.565,0.0,4,0.165,-5.848,1,0.0335,104.483,4,0.488
1513,2019-01-11,34,LEAVE A LIGHT ON,GBARL1701655,0.0153,0.586,185863,0.624,1.78e-06,5,0.133,-5.946,1,0.113,68.976,4,0.267
1514,2019-01-11,35,HAPPIER,USUG11801651,0.191,0.687,214290,0.792,0.0,5,0.167,-2.749,1,0.0452,100.015,4,0.671
1515,2019-01-11,36,SICKO MODE,USSM11806660,0.00513,0.834,312820,0.73,0.0,8,0.124,-3.714,1,0.222,155.008,4,0.446
1516,2019-01-11,37,2002,GBAHS1800094,0.0372,0.697,186987,0.683,0.0,1,0.137,-2.881,0,0.117,96.133,4,0.603
1517,2019-01-11,38,THE GREATEST SHOW,USAT21704616,0.000239,0.417,302147,0.824,0.0545,11,0.0725,-7.36,0,0.105,157.92,4,0.4
1518,2019-01-11,39,GUN LEAN,UKRL31800005,0.364,0.91,213747,0.643,1.67e-05,8,0.101,-8.929,1,0.432,139.95,4,0.729
1519,2019-01-11,40,I'LL BE THERE,GBAHS1800322,0.0288,0.627,194387,0.858,0.0,7,0.199,-3.116,1,0.0394,100.074,4,0.399
1520,2019-01-18,1,SWEET BUT PSYCHO,USAT21802011,0.0684,0.72,187436,0.706,0.0,1,0.166,-4.719,1,0.0473,133.002,4,0.62
1521,2019-01-18,2,NOTHING BREAKS LIKE A HEART,GBARL1801571,0.00987,0.601,217467,0.794,1.36e-06,7,0.388,-5.844,0,0.0671,114.066,4,0.244
1522,2019-01-18,3,WOW.,USUM71822626,0.136,0.829,149547,0.539,1.78e-06,11,0.103,-7.359,0,0.208,99.96,4,0.388
1523,2019-01-18,4,DANCING WITH A STRANGER,GBUM71807386,0.45,0.741,171030,0.52,1.97e-06,8,0.222,-7.513,1,0.0656,102.998,4,0.347
1524,2019-01-18,5,SUNFLOWER,USUV71803661,0.533,0.755,157560,0.522,0.0,2,0.0685,-4.368,1,0.0575,89.96,4,0.925
1525,2019-01-18,6,THANK U NEXT,USUM71819361,0.229,0.717,207320,0.653,0.0,1,0.101,-5.634,1,0.0658,106.966,4,0.412
1526,2019-01-18,7,GIANT,GB1101801908,0.016,0.807,229184,0.887,0.000503,1,0.0811,-4.311,0,0.0361,122.015,4,0.606
1527,2019-01-18,8,PLAY,GBUM71807392,0.0276,0.767,186560,0.788,2.13e-05,11,0.391,-7.718,0,0.0444,125.036,4,0.591
1528,2019-01-18,9,LOST IN THE FIRE,USQX91803314,0.0933,0.658,202093,0.671,0.000927,2,0.115,-12.21,1,0.0363,100.966,4,0.166
1529,2019-01-18,10,WITHOUT ME,USUM71813499,0.297,0.752,201661,0.488,9.11e-06,6,0.0936,-7.05,1,0.0705,136.041,4,0.533
1530,2019-01-18,11,18HUNNA,GBARL1801740,0.316,0.628,189322,0.578,1.68e-06,10,0.11,-8.387,0,0.479,145.005,4,0.377
1531,2019-01-18,12,HOLD MY GIRL,GBARL1701376,0.597,0.614,211764,0.527,0.0,10,0.11,-6.374,1,0.0302,121.941,4,0.354
1532,2019-01-18,13,HELLO MY LOVE,GBUM71807035,0.0971,0.679,214212,0.717,0.0,0,0.124,-4.548,1,0.0384,121.96,4,0.255
1533,2019-01-18,14,OPTIONS,QM6P41894589,0.387,0.836,240082,0.621,9.16e-05,1,0.104,-4.685,0,0.0892,101.995,4,0.762
1534,2019-01-18,15,REWRITE THE STARS,USAT21811541,0.237,0.67,218293,0.743,0.0,10,0.465,-4.993,1,0.0393,125.944,4,0.571
1535,2019-01-18,16,LOST WITHOUT YOU,UK8E21701401,0.932,0.386,225853,0.136,0.0,6,0.0653,-9.267,1,0.0458,67.016,3,0.0976
1536,2019-01-18,17,RUIN MY LIFE,USSM11807704,0.423,0.665,190932,0.699,0.0,11,0.0969,-5.265,1,0.0578,124.896,4,0.585
1537,2019-01-18,18,BABY SHARK,KRE671700001,0.259,0.829,80927,0.886,0.0,8,0.0559,-1.746,1,0.112,115.056,4,0.777
1538,2019-01-18,19,ZEZE,USAT21811523,0.0521,0.861,228760,0.603,0.0,8,0.0924,-5.788,0,0.176,98.043,4,0.504
1539,2019-01-18,20,GOING BAD,USAT21812712,0.259,0.889,180522,0.496,0.0,4,0.252,-6.365,0,0.0905,86.003,4,0.544
1540,2019-01-18,21,UNDECIDED,USRC11803551,0.288,0.407,185000,0.612,0.0,5,0.198,-4.387,0,0.13,96.943,4,0.488
1541,2019-01-18,22,SHOTGUN,GBARL1701372,0.286,0.673,201287,0.735,0.0,5,0.242,-4.733,1,0.0457,115.744,4,0.754
1542,2019-01-18,23,BABY,GBAHS1800640,0.356,0.755,205440,0.74,1.05e-05,0,0.0994,-5.354,0,0.04,116.946,4,0.33
1543,2019-01-18,24,THURSDAY,GBAHS1800454,0.452,0.603,216239,0.554,0.0,2,0.0545,-4.381,1,0.0646,111.989,4,0.354
1544,2019-01-18,25,LONGSHOT,GBUM71804352,0.00381,0.481,232960,0.765,0.000737,7,0.119,-4.025,1,0.0388,102.829,4,0.465
1545,2019-01-18,26,ONE KISS,GBARL1800368,0.037,0.791,214847,0.862,2.19e-05,9,0.0814,-3.24,0,0.11,123.994,4,0.592
1546,2019-01-18,27,SHALLOW,USUM71813192,0.371,0.572,215733,0.385,0.0,7,0.231,-6.362,1,0.0308,95.799,4,0.323
1547,2019-01-18,28,MO BAMBA,QM24S1703585,0.194,0.729,183907,0.625,0.00986,4,0.248,-5.266,1,0.0315,146.034,4,0.261
1548,2019-01-18,29,SOMEONE YOU LOVED,DEUM71806776,0.751,0.501,182161,0.405,0.0,1,0.105,-5.679,1,0.0319,109.891,4,0.446
1549,2019-01-18,30,PROMISES,GBARL1801049,0.0119,0.781,213309,0.768,4.91e-06,11,0.325,-5.991,1,0.0394,123.07,4,0.486
1550,2019-01-18,31,THIS IS ME,USAT21704622,0.00583,0.284,234707,0.704,0.000115,2,0.0424,-7.276,1,0.186,191.702,4,0.1
1551,2019-01-18,32,ADVICE,UKFBX1800008,0.201,0.911,192571,0.529,0.0,9,0.101,-7.996,0,0.328,105.067,4,0.76
1552,2019-01-18,33,IMAGINE,USUM71822236,0.378,0.729,212267,0.475,0.0,8,0.12,-4.985,1,0.0364,62.52,3,0.371
1553,2019-01-18,34,GUN LEAN,UKRL31800005,0.364,0.91,213747,0.643,1.67e-05,8,0.101,-8.929,1,0.432,139.95,4,0.729
1554,2019-01-18,35,A MILLION DREAMS,USAT21811535,0.272,0.312,273640,0.499,0.0,7,0.0901,-6.282,1,0.0397,148.173,4,0.191
1555,2019-01-18,36,LEAVE ME ALONE,QMKSC1800039,0.107,0.792,195637,0.743,0.0,7,0.183,-2.806,1,0.0851,150.024,4,0.742
1556,2019-01-18,37,LEAVE A LIGHT ON,GBARL1701655,0.0153,0.586,185863,0.624,1.78e-06,5,0.133,-5.946,1,0.113,68.976,4,0.267
1557,2019-01-18,38,SATURDAY NIGHTS,USRC11803517,0.606,0.551,210667,0.44,3.02e-05,10,0.11,-8.559,1,0.0985,167.923,4,0.341
1558,2019-01-18,39,EASTSIDE,USUM71809132,0.549,0.632,170770,0.686,0.0,6,0.2,-7.665,0,0.243,89.949,4,0.329
1559,2019-01-18,40,WOMAN LIKE ME,GBHMU1800051,0.177,0.754,229720,0.854,0.0,5,0.0808,-3.449,0,0.0608,75.002,4,0.8
1560,2019-01-25,1,7 RINGS,USUM71900111,0.559,0.78,178627,0.321,0.0,1,0.0881,-10.747,0,0.371,139.961,4,0.316
1561,2019-01-25,2,SWEET BUT PSYCHO,USAT21802011,0.0684,0.72,187436,0.706,0.0,1,0.166,-4.719,1,0.0473,133.002,4,0.62
1562,2019-01-25,3,DANCING WITH A STRANGER,GBUM71807386,0.45,0.741,171030,0.52,1.97e-06,8,0.222,-7.513,1,0.0656,102.998,4,0.347
1563,2019-01-25,4,WOW.,USUM71822626,0.136,0.829,149547,0.539,1.78e-06,11,0.103,-7.359,0,0.208,99.96,4,0.388
1564,2019-01-25,5,GIANT,GB1101801908,0.016,0.807,229184,0.887,0.000503,1,0.0811,-4.311,0,0.0361,122.015,4,0.606
1565,2019-01-25,6,NOTHING BREAKS LIKE A HEART,GBARL1801571,0.00987,0.601,217467,0.794,1.36e-06,7,0.388,-5.844,0,0.0671,114.066,4,0.244
1566,2019-01-25,7,SUNFLOWER,USUV71803661,0.533,0.755,157560,0.522,0.0,2,0.0685,-4.368,1,0.0575,89.96,4,0.925
1567,2019-01-25,8,THANK U NEXT,USUM71819361,0.229,0.717,207320,0.653,0.0,1,0.101,-5.634,1,0.0658,106.966,4,0.412
1568,2019-01-25,9,GUN LEAN,UKRL31800005,0.364,0.91,213747,0.643,1.67e-05,8,0.101,-8.929,1,0.432,139.95,4,0.729
1569,2019-01-25,10,PLAY,GBUM71807392,0.0276,0.767,186560,0.788,2.13e-05,11,0.391,-7.718,0,0.0444,125.036,4,0.591
1570,2019-01-25,11,DON'T CALL ME UP,GBUM71808052,0.296,0.674,178480,0.881,3.01e-06,9,0.0793,-2.853,1,0.147,98.994,4,0.234
1571,2019-01-25,12,OPTIONS,QM6P41894589,0.387,0.836,240082,0.621,9.16e-05,1,0.104,-4.685,0,0.0892,101.995,4,0.762
1572,2019-01-25,13,SOMEONE YOU LOVED,DEUM71806776,0.751,0.501,182161,0.405,0.0,1,0.105,-5.679,1,0.0319,109.891,4,0.446
1573,2019-01-25,14,WITHOUT ME,USUM71813499,0.297,0.752,201661,0.488,9.11e-06,6,0.0936,-7.05,1,0.0705,136.041,4,0.533
1574,2019-01-25,15,LOST IN THE FIRE,USQX91803314,0.0933,0.658,202093,0.671,0.000927,2,0.115,-12.21,1,0.0363,100.966,4,0.166
1575,2019-01-25,16,UNDECIDED,USRC11803551,0.288,0.407,185000,0.612,0.0,5,0.198,-4.387,0,0.13,96.943,4,0.488
1576,2019-01-25,17,REWRITE THE STARS,USAT21811541,0.237,0.67,218293,0.743,0.0,10,0.465,-4.993,1,0.0393,125.944,4,0.571
1577,2019-01-25,18,GOING BAD,USAT21812712,0.259,0.889,180522,0.496,0.0,4,0.252,-6.365,0,0.0905,86.003,4,0.544
1578,2019-01-25,19,LOST WITHOUT YOU,UK8E21701401,0.932,0.386,225853,0.136,0.0,6,0.0653,-9.267,1,0.0458,67.016,3,0.0976
1579,2019-01-25,20,ZEZE,USAT21811523,0.0521,0.861,228760,0.603,0.0,8,0.0924,-5.788,0,0.176,98.043,4,0.504
1580,2019-01-25,21,18HUNNA,GBARL1801740,0.316,0.628,189322,0.578,1.68e-06,10,0.11,-8.387,0,0.479,145.005,4,0.377
1581,2019-01-25,22,HOLD MY GIRL,GBARL1701376,0.597,0.614,211764,0.527,0.0,10,0.11,-6.374,1,0.0302,121.941,4,0.354
1582,2019-01-25,23,RUIN MY LIFE,USSM11807704,0.423,0.665,190932,0.699,0.0,11,0.0969,-5.265,1,0.0578,124.896,4,0.585
1583,2019-01-25,24,BABY SHARK,KRE671700001,0.259,0.829,80927,0.886,0.0,8,0.0559,-1.746,1,0.112,115.056,4,0.777
1584,2019-01-25,25,CLOSE TO ME,GBUM71805350,0.0954,0.575,182623,0.758,0.0,1,0.394,-5.029,0,0.0618,144.107,4,0.493
1585,2019-01-25,26,SHOTGUN,GBARL1701372,0.286,0.673,201287,0.735,0.0,5,0.242,-4.733,1,0.0457,115.744,4,0.754
1586,2019-01-25,27,PSYCH OUT,UKQNW1800009,0.707,0.733,175520,0.555,0.0,9,0.0961,-9.83,1,0.244,77.585,4,0.335
1587,2019-01-25,28,BABY,GBAHS1800640,0.356,0.755,205440,0.74,1.05e-05,0,0.0994,-5.354,0,0.04,116.946,4,0.33
1588,2019-01-25,29,HELLO MY LOVE,GBUM71807035,0.0971,0.679,214212,0.717,0.0,0,0.124,-4.548,1,0.0384,121.96,4,0.255
1589,2019-01-25,30,THURSDAY,GBAHS1800454,0.452,0.603,216239,0.554,0.0,2,0.0545,-4.381,1,0.0646,111.989,4,0.354
1590,2019-01-25,31,SHALLOW,USUM71813192,0.371,0.572,215733,0.385,0.0,7,0.231,-6.362,1,0.0308,95.799,4,0.323
1591,2019-01-25,32,ONE KISS,GBARL1800368,0.037,0.791,214847,0.862,2.19e-05,9,0.0814,-3.24,0,0.11,123.994,4,0.592
1592,2019-01-25,33,MO BAMBA,QM24S1703585,0.194,0.729,183907,0.625,0.00986,4,0.248,-5.266,1,0.0315,146.034,4,0.261
1593,2019-01-25,34,SATURDAY NIGHTS,USRC11803517,0.606,0.551,210667,0.44,3.02e-05,10,0.11,-8.559,1,0.0985,167.923,4,0.341
1594,2019-01-25,35,IMAGINE,USUM71822236,0.378,0.729,212267,0.475,0.0,8,0.12,-4.985,1,0.0364,62.52,3,0.371
1595,2019-01-25,36,ADVICE,UKFBX1800008,0.201,0.911,192571,0.529,0.0,9,0.101,-7.996,0,0.328,105.067,4,0.76
1596,2019-01-25,37,LEAVE ME ALONE,QMKSC1800039,0.107,0.792,195637,0.743,0.0,7,0.183,-2.806,1,0.0851,150.024,4,0.742
1597,2019-01-25,38,PROMISES,GBARL1801049,0.0119,0.781,213309,0.768,4.91e-06,11,0.325,-5.991,1,0.0394,123.07,4,0.486
1598,2019-01-25,39,THIS IS ME,USAT21704622,0.00583,0.284,234707,0.704,0.000115,2,0.0424,-7.276,1,0.186,191.702,4,0.1
1599,2019-01-25,40,2002,GBAHS1800094,0.0372,0.697,186987,0.683,0.0,1,0.137,-2.881,0,0.117,96.133,4,0.603
1600,2019-02-01,1,7 RINGS,USUM71900111,0.559,0.78,178627,0.321,0.0,1,0.0881,-10.747,0,0.371,139.961,4,0.316
1601,2019-02-01,2,SWEET BUT PSYCHO,USAT21802011,0.0684,0.72,187436,0.706,0.0,1,0.166,-4.719,1,0.0473,133.002,4,0.62
