isrc,artist,artist_id,track_name,track_spotify_id
GBUM72204532,STORMZY,2SrSdSvpminqmStGELCSNd,THIS IS WHAT I MEAN,43qgiVrRWrxv0jhYRsJtm3
USUM71813347,EMINEM,7dGJo4pcD2V6oG8kP0tJRR,THE RINGER,6y8S81PdWonn8j9PmahZMf
GBAHS1800640,CLEAN BANDIT/MARINA/LUIS FONSI,6MDME20pz9RveH9rEXvrOM,BABY,1fLhGF1JfGQYj6EZLndD86
GBAHS1800328,CLEAN BANDIT FT DEMI LOVATO,6MDME20pz9RveH9rEXvrOM,SOLO,6kPJZM97LwdG9QIsT7khp6
GBUM72000031,MABEL,1MIVXf74SZHmTIp4V4paH4,BOYFRIEND,0i2xIlZCO0H3mSpxr2HzgK
SE5R71900203,AVICII,1vCWHaC5f2uS3yhpwWbIA6,HEAVEN,6RD6cxZJ2dIZTeMVsDM23t
GBUM71902928,JAX JONES & BEBE REXHA,4Q6nIcaBED8qUel8bBx6Cr,HARDER,5RgBnDtHKFHgtVdqabjGE3
DEUM71806295,LEWIS CAPALDI,4GNC7GD6oZMSxPGyXy4MNB,GRACE,0pEkK8MqbmGSX7fT8WLMbR
GB2DY1801005,DIGDAT FT KREPT & KONAN/K-TRAP,47rT8CoKTbr0S945AGgATQ,AIRFORCE,3DLRRpaDETZYltj3KZ7kxo
USUV71803661,POST MALONE FT SWAE LEE,246dkjvS1zLTtiykXe5h60,SUNFLOWER,0RiRZpuVRbi7oqRdSMwhQY
GBUM72108072,OLIVIA DEAN,00x1fYSGhdqScXBRpSj3DW,THE CHRISTMAS SONG,4WRb5qAPnvMbUIrnjLaggC
GB5KW2104422,WILKINSON & ISSEY CROSS,6m8itYST9ADjBIYevXSb1r,USED TO THIS,37nGZSaEXsKzOZLINC3VOp
GBBBM9602007,BADDIEL/SKINNER/LIGHTNING SEED,3LtYMPncqtiugGwOuuLq3h,3 LIONS,0Ai6qtPfiEYGCqBGJYWD1W
GBUM71906030,DAVE,6Ip8FS7vWT1uKkJSweANQK,PAPER CUTS,1gFMfqyVSXHMgvRloH2gDL
GBUM71901344,ELLIE GOULDING,0X2BH1fck6amBIoJhDVmmJ,SIXTEEN,4PkIDTPGedm0enzdvilLNd
USAT21802284,ALEC BENJAMIN,5IH6FPUwQTxPSXurCrcIov,LET ME DOWN SLOWLY,2qxmye6gAegTMjLKEBoR3d
USRC12200967,TATE MCRAE,45dkTj5sMRSjrmBSBeiHym,CHAOTIC,7l97ElWmIdVHWUaOeeU5ZC
GBAHS2101426,ED SHEERAN & ELTON JOHN,6eUKZXaKkcviH0Ku9w2n3V,MERRY CHRISTMAS,3bH2Eu9A9ymI4UnGHRmoXg
GBARL1901201,YOUNG T & BUGSEY FT HEADIE ONE,6M6XXCcO5gI68XpIlrUL3Z,DON'T RUSH,0PXukVbYpvz40KcEFKnIw7
USUG11902961,NIALL HORAN,1Hsdzj7Dlq2I7tHP7501T4,NICE TO MEET YA,3cphb8kdsjElYR7r5icK3H
USWB12203742,JOJI,3MZsBdqDrRTJihTHQrO6Dq,DIE FOR YOU,26hOm7dTtBi0TdpDGl141t
UKQNW2100001,AJ TRACEY,4Xi6LSfFqv26XgP9NKN26U,ANXIOUS,6DK23fzeG32GDllJRfnDuz
USUM72004300,LADY GAGA,1HY2Jd0NmPuamShAr6KMms,ALICE,41A89rj3GoMG6ktN37L7PG
USUM72102636,JUSTIN BIEBER/CAESAR/GIVEON,1uNFoZAHBGtllmzznpCI3s,PEACHES,4iJyoBOLtHqaGxP12qzhQI
USUG12103692,TAYLOR SWIFT,06HL4z0CvFAxyc27GXpf02,ALL TOO WELL (TAYLOR'S VERSION),04m2nJR2Ia6d1ZOt8gi5xA
GBAHS1900713,ED SHEERAN FT KHALID,6eUKZXaKkcviH0Ku9w2n3V,BEAUTIFUL PEOPLE,70eFcWOvlMObDhURTqT4Fv
GB2DY2000594,DIGGA D,57n1OF36WvtOeATY6WQ6iw,CHINGY (IT'S WHATEVER),6afrGc4NBIQEObX1S8DCPy
USUM71813833,MACHINE GUN KELLY,6TIYQ3jFPwQSRmorSezPxX,RAP DEVIL,63TyoT9Ee03rQxv8xmdJ2l
GBARL2000118,B YOUNG,7JMwO9tyFPMsb2KnsJqZlp,WINE,4cp1YEbIC15IeZyX8JikKH
USQX91802379,SILK CITY FT DUA LIPA,2X97ZAqRKRMYFIDqtvGgGc,ELECTRICITY,5N4erncE7kuUccm7zEmwzk
QMJMT2103632,J COLE,6l3HvQ5sa6mXTsMTB19rO5,A M A R I,2cnKST6T9qUo2i907lm8zX
USUM71922079,TORY LANEZ FT CHRIS BROWN,2jku7tDXc6XoB6MO2hFuqg,THE TAKE,0Odu228D0yGcFySGuxU4rY
USUM72021170,JUSTIN BIEBER,1uNFoZAHBGtllmzznpCI3s,ROCKIN' AROUND THE CHRISTMAS TREE,19pDGIQMBBBzteNjmzzjDN
USUG12004749,OLIVIA RODRIGO,1McMsnEElThX1knmY4oliG,DRIVERS LICENSE,5wANPM4fQCJwkGd4rN57mH
USUM71813341,EMINEM,7dGJo4pcD2V6oG8kP0tJRR,FALL,58QhkbaAkLFnn7JwAnAato
USSM12006376,LIL NAS X,7jVv8c5Fj3E9VhNjxT4snq,HOLIDAY,1EHWTyklqY1X4UGRylJTU3
QM6MZ1960806,SKEPTA,2p1fiYHYiXz9qi0JJyxBzN,BULLET FROM A GUN,0gEV1AR0gd59DzrMJalYcK
DEUM71905214,MEDUZA/BECKY HILL/GOODBOYS,0xRXCcSX89eobfrshSVdyu,LOSE CONTROL,7CHi4DtfK4heMlQaudCuHK
UKRVV1900235,N-DUBZ,52Syw7gkGRePCAYvEY2X9D,CHARMER,4scmIAAH81oyNiV9vLthQ0
USRC17002573,JOSE FELICIANO,7K78lVZ8XzkjfRSI7570FF,FELIZ NAVIDAD,0oPdaY4dXtc3ZsaG17V972
USWBV2100581,BELLA POARCH,26cMerAxjx9GedFt0lMDjm,BUILD A BITCH,7BoobGhD4x5K96Me0hqC8Q
USUG12004707,TAYLOR SWIFT FT HAIM,06HL4z0CvFAxyc27GXpf02,NO BODY NO CRIME,3RaT22zZsxVYxxKR7TAaYF
CYA112001130,TIESTO & TATE MCRAE,2o5jDhtHVPhrJdv3cEQ99Z,10:35,6BePGk3eCan4FqaW2X8Qy3
USAT21703896,LIZZO,56oDRnqbIiwx4mymNEv7dS,TRUTH HURTS,3HWzoMvoF3TQfYg4UPszDq
USUM72210708,SABRINA CARPENTER,74KM79TiuVKeVCqs8QtB0B,NONSENSE,6dgUya35uo964z7GZXM07g
GBKPL2204171,JVKE,164Uj4eKjl6zTBKfJLFKKK,GOLDEN HOUR,5odlY52u43F5BjByhxg7wg
GBLFP1598248,DAVE & AJ TRACEY,6Ip8FS7vWT1uKkJSweANQK,THIAGO SILVA,3DKCTIiJ97bS9TGiqcABjo
USUM72018522,SHAWN MENDES,7n2wHs1TKAczGzO7Dd2rGr,WONDER,5KCbr5ndeby4y4ggthdiAb
USUG11801651,MARSHMELLO FT BASTILLE,64KEffDW9EtZ1y2vBYgq8T,HAPPIER,2dpaYNEQHiRxtZbfNsse99
GBAHS1901404,STORMZY FT HEADIE ONE,2SrSdSvpminqmStGELCSNd,AUDACITY,6Oq4fiDzKaFMU89dTvM24u
GBARL2001273,BRING ME THE HORIZON,1Ffb6ejR6Fe5IamqA5oRUF,TEARDROPS,3WATWS2Ywo5HeHtG0bE2iZ
GBUM71906426,BECKY HILL & SIGALA,4EPJlUEBy49EX1wuFOvtjK,HEAVEN ON MY MIND,7bIq1v8svANsAys7I694Up
GBARL1901273,DIGDAT FT D-BLOCK EUROPE,47rT8CoKTbr0S945AGgATQ,NEW DIOR,5YIUAdjnj180Fkqwf0J5X0
USUM72116304,KANYE WEST,5K4W6rqBFWDnAN6FQUkS6x,OFF THE GRID,6LNoArVBBVZzUTUiAX2aKO
USSM12206682,DJ KHALED/DRAKE/LIL BABY,0QHgL1lAIqAw0HtD7YldmP,STAYING ALIVE,0g2Bbgy7P41pFjMWJuzsf4
GBARL1701372,GEORGE EZRA,2ysnwxxNtSgbb9t1m2Ur4j,SHOTGUN,4ofwffwvvnbSkrMSCKQDaC
USAT22005111,CARDI B FT MEGAN THEE STALLION,4kYSro6naA4h99UJvo89HB,WAP,4Oun2ylbjFKMPTiaSbbCih
GBUM71902909,KREPT/KONAN/HEADIE ONE/K-TRAP,31lnFZEM6ysvjOx59VyxRE,I SPY,49kupkDgcClFtauXC29eEH
UKQNW1900003,AJ TRACEY FT MOSTACK & NOT3S,4Xi6LSfFqv26XgP9NKN26U,FLOSS,3LnU1ozw5lJUYFgdLT9VpT
GBUM72202737,AITCH,2PJEagPIxaBugeMjIyKVXF,1989,4NTGXGkPcmXJAGL657tByV
UKQNW1800001,AJ TRACEY,4Xi6LSfFqv26XgP9NKN26U,LO(V/S)ER,36XlwIbhDWpJ0u628hznsi
USUM71808577,ARIANA GRANDE,66CXWjxzNUsdJxJ2JdwvnR,SWEETENER,5sT3app9Wcu4FAGnNs9oZR
QMRSZ1900492,LIL DICKY,1tqhsYv8yBBdwANFNzHtcr,EARTH,2S1LebN6AXXQqJolBxlWgO
USSM22202811,MILEY CYRUS,5YGY8feqx7naU7z4HrwZM6,FLOWERS,0yLdNVWF3Srea0uzk55zFn
USUM72213724,BILLIE EILISH,6qqNVTkY8uBg9cP3Jd7DAH,TV,3GYlZ7tbxLOxe6ewMNVTkw
GBUM72102587,AITCH,2PJEagPIxaBugeMjIyKVXF,LEARNING CURVE,7uD5yn7Ll3XqvaY93FwSQ2
USSM12200612,HARRY STYLES,6KImCVD70vtIoJWnq6nGn3,AS IT WAS,4LRPiXqCikLlN15c3yImP7
USSM12211463,MIMI WEBB,3GxKJzJK4LpsYGXQrw77wz,RED FLAGS,2r7BOWS3bEYjEUbLiH8kVM
USSM12105732,LIL NAS X,7jVv8c5Fj3E9VhNjxT4snq,THATS WHAT I WANT,0e8nrvls4Qqv5Rfa2UhqmO
GBARL2101712,SWITCHOTR FT A1 & J1,6Xz6ZnGZZ1KKct4jTyKKZv,COMING FOR YOU,1xIqDFx3KdByBnKMlTECcM
USUG12002838,TAYLOR SWIFT FT BON IVER,06HL4z0CvFAxyc27GXpf02,EXILE,4pvb0WLRcMtbPGmtejJJ6y
QZHN72119462,DREAM,6LArUyIoMiHmDvvOAsE2cd,MASK,3IxMaULfjq4IT2IN6v54PB
GBAHS1800454,JESS GLYNNE,4ScCswdRlyA23odg9thgIO,THURSDAY,57zF9nlPH4rud6f6zuKSQi
USRC12000832,TATE MCRAE,45dkTj5sMRSjrmBSBeiHym,YOU BROKE ME FIRST,45bE4HXI0AwGZXfZtMp8JR
USAT21811534,PANIC AT THE DISCO,20JZFwl6HVl6yg8a4H3ZqK,THE GREATEST SHOW,4bPQs0PHn4xbipzdPfn6du
QMKHM1600219,METALLICA,2ye2Wgw4gimLv2eAKyk1NB,MASTER OF PUPPETS,54bm2e3tk8cliUz3VSdCPZ
GBUM72106169,NEIKED/MAE MULLER/POLO G,5H6xmHXjsq98NLbEjuE29f,BETTER DAYS,7Edhy8323TjVAwvtoqujQu
USUM72105922,BILLIE EILISH,6qqNVTkY8uBg9cP3Jd7DAH,GETTING OLDER,4HOryCnbme0zBnF8LWij3f
GBAHS1900855,STORMZY,2SrSdSvpminqmStGELCSNd,CROWN,4CEGyF5A5u5BjweVvkgCsn
USUM72000788,EMINEM FT JUICE WRLD,7dGJo4pcD2V6oG8kP0tJRR,GODZILLA,7FIWs0pqAYbP91WWM0vlTQ
US23A1500072,JORJA SMITH,1CoZyIx7UvdxT5c8UkMzHd,BLUE LIGHTS,1It1TxBK3xIQAB4xJkPevn
KRA402200030,BLACKPINK,41MozSoPIsD1dJM0CLPjZF,SHUT DOWN,7gRFDGEzF9UkBV233yv2dc
USSM11914257,CAMILA CABELLO FT DABABY,4nDoRrQiYLoBzwC5BhVJzF,MY OH MY,3yOlyBJuViE2YSGn3nVE1K
GBUV72002113,MOSTACK FT AJ TRACEY,14H15rElxdGClICOZXEYHP,MISS ME,6cA8yDBX9TUen9VzIgoL1x
USUG12202337,ALESSO/ZARA LARSSON,4AVFqumd2ogHFlRbKIjp1t,WORDS,1bgKMxPQU7JIZEhNsM1vFs
USUG11904422,JONAS BROTHERS,7gOdHgIoIKoe4i9Tta6qdD,WHAT A MAN GOTTA DO,4wNIkl5XGiAACjFBlDWuSd
USUM71920461,KANYE WEST,5K4W6rqBFWDnAN6FQUkS6x,CLOSED ON SUNDAY,3JWiDGQX2eTlFvKj3Yssj3
USUM72305206,POST MALONE,246dkjvS1zLTtiykXe5h60,CHEMICAL,1Jnd33FmyS487u0QZMX39N
USUM71805289,ARIANA GRANDE,66CXWjxzNUsdJxJ2JdwvnR,NO TEARS LEFT TO CRY,2qT1uLXPVPzGgFOx4jtEuo
USA2P2251898,J-HOPE & J COLE,0b1sIQumIAsNbqAoIClSpy,ON THE STREET,5wxYxygyHpbgv0EXZuqb9V
GBUM71801474,RAMZ,6ywXRaHY7m2DJ0dd7CsLAB,FAMILY TREE,7fowci5sGbeMOivLBAznPM
USA2P2120718,SHOUSE,2TcGJdSOiOvITBzhvfX8XB,LOVE TONIGHT,2prnn41CblB8B4yWACDljP
GBAHS2100478,ANNE-MARIE & LITTLE MIX,1zNqDE7qDGCsyzJwohVaoX,KISS MY (UH OH),0MWiSBKm8Avs8iDIxcertp
GBAHT1901303,DUA LIPA,6M2wZ9GZgrQXHCFfjv46we,BREAK MY HEART,017PF4Q3l4DBUiWoXk4OWT
USAT22100017,MASKED WOLF,1uU7g3DNSbsu0QjSEqZtEd,ASTRONAUT IN THE OCEAN,3Ofmpyhv5UAQ70mENzB277
GBMMW2200407,K**TS,0FmzrEmiPcP9Vb3g0ApsPg,PRINCE ANDREW IS A SWEATY N**CE,5fpNVvxbdsS0hUvFXCSSlX
GBUM72006210,BECKY HILL,4EPJlUEBy49EX1wuFOvtjK,FOREVER YOUNG,7IcdktV2A60dCm8nQpm6JN
USUM72206227,ONEREPUBLIC,5Pwc4xIPtQLFEnJriah9YJ,I AIN'T WORRIED,4h9wh7iOZ0GGn8QVp4RAOB
GBUM71902321,HARDY CAPRIO & DIGDAT,7FqkRutc4zWMrnEAUv3Xwd,GUTEN TAG,0SErNy2An0gCpYFRUNWwNT
USSM10905166,RONETTES,7CyeXFnOrfC1N6z4naIpgo,SLEIGH RIDE,5ASM6Qjiav2xPe7gRkQMsQ
USUM72020426,ARIANA GRANDE FT DOJA CAT,66CXWjxzNUsdJxJ2JdwvnR,MOTIVE,3Hgk2MiY3hIIp6Hmf1fxeW
USUYG1403104,FIREBOY DML & ED SHEERAN,75VKfyoBlkmrJFDqo1o2VY,PERU,3s1KwrLP0NlFWiWbjz6bfQ
GBAHS2100547,CLEAN BANDIT/TOPIC/WES NELSON,6MDME20pz9RveH9rEXvrOM,DRIVE,6eCmK3GQyFuTNWCJHsaF9d
USUG12002097,JUICE WRLD FT YOUNG THUG,4MCBfE4596Uoi2O4DtmEMz,BAD BOY,43CIWpJaJHRcI4mUSjqgc2
USUG11900610,MARSHMELLO FT CHVRCHES,64KEffDW9EtZ1y2vBYgq8T,HERE WITH ME,5icOoE6VgqFKohjWWNp0Ac
GBUM71905731,ELLIE GOULDING,0X2BH1fck6amBIoJhDVmmJ,RIVER,0u5tDZguY6Giopa0YkyLGW
USUM72208318,KENDRICK LAMAR,2YZyLoL8N0Wb9xBt1NhZWg,THE HEART - PT 5,5MMW4CZsZiZt2iuqAXzzWC
QM24S1703585,SHECK WES,2RDOrhPqAM4jzTRCEb19qX,MO BAMBA,1xzBco0xcoJEDXktl7Jxrr
USUM72013356,POP SMOKE/LIL BABY/DABABY,0eDvMgVFoNV3TpwtrVCoTj,FOR THE NIGHT,3FvHoTnf3WWKLm3lHVNaOI
GB2DY2000274,AITCH,2PJEagPIxaBugeMjIyKVXF,30,46FXaVIss7tFP1Kamf58p6
GB1102100076,FREDO FT POP SMOKE & YOUNG ADZ,3rbtPd0NcvhO2AzMfzx90z,BURNER ON DECK,65vHYhe2AprpDBHBTpOBaE
USUG12000658,WEEKND,1Xyo4u8uXC1ZmMpatF05PJ,SAVE YOUR TEARS,5QO79kh1waicV47BqGRL3g
USUG12300831,MORGAN WALLEN,4oUHIQIBe0LHzYfvXNW4QM,LAST NIGHT,6Hiz5MDYoGdLBBQ3gGzRam
USUYG1221109,TREVOR DANIEL,7uaIm6Pw7xplS8Dy06V6pT,FALLING,0Aqi7ArnBrGblW5T6p2jmD
GBCEN2000164,RITON/NIGHTCRAWLERS/MUFASA,7i9j813KFoSBMldGqlh2Z1,FRIDAY,0Ocqfl3eUY5WmMfmOhbUax
GBUM71803212,HARDY CAPRIO FT ONE ACEN,7FqkRutc4zWMrnEAUv3Xwd,BEST LIFE,3wAyZwtyyLMsJNG7Mb17ky
DEUM72203211,LEWIS CAPALDI,4GNC7GD6oZMSxPGyXy4MNB,POINTLESS,4JBiO7wRnE6ueszEUpo347
USRC11901529,MILEY CYRUS,5YGY8feqx7naU7z4HrwZM6,MOTHER'S DAUGHTER,4C5iYZMmSYeIUCtX3uShA7
GBAHS1800025,MARSHMELLO & ANNE-MARIE,64KEffDW9EtZ1y2vBYgq8T,FRIENDS,08bNPGLD8AhKpnnERrAc6G
USSM11912586,HARRY STYLES,6KImCVD70vtIoJWnq6nGn3,GOLDEN,45S5WTQEGOB1VHr1Q4FuPl
GBAYE1800032,SHAKKA FT ALUNAGEORGE,7fqDRFkiuwzFDde1K0taVs,MAN DOWN,1keIwLlHg0VZhoQQiTb0Xi
USRC12100442,SLEEPY HALLOW,6EPlBSH2RSiettczlz7ihV,2055,4XvcHTUfIlWfyJTRG0aqlo
USUM71908268,LOGIC FT EMINEM,4xRYI6VqpkE3UwrDrAZL8L,HOMICIDE,4xfVsKJRMZEACL5xw3EIlp
USUM71813204,LADY GAGA & BRADLEY COOPER,1HY2Jd0NmPuamShAr6KMms,I'LL NEVER LOVE AGAIN,4A7EkKijzA4ryEoCRWJzdG
GBSXS1700182,M-22 FT MEDINA,4WFtYn5RyU8VGPpPyW9Pxw,FIRST TIME,25Mf35cnnFalpVNFp0g3hW
UK8E21801201,JUBEL FT NEIMY,4FcZfItjVIsfO9TynErl7X,DANCING IN THE MOONLIGHT,4GSDkZt7GcmzBWmsMcpaVO
QM6MZ1960810,SKEPTA FT J HUS,2p1fiYHYiXz9qi0JJyxBzN,WHAT DO YOU MEAN,4DmgUMnnCw27Tu5Jvqhm1n
GB1301900546,ED SHEERAN/CHANCE/PNB ROCK,6eUKZXaKkcviH0Ku9w2n3V,CROSS ME,4wuCQX7JvAZLlrcmH4AeZF
DEUM71905868,LEWIS CAPALDI,4GNC7GD6oZMSxPGyXy4MNB,BEFORE YOU GO,2gMXnyrvIjhVBUZwvLZDMP
USAT21801431,CARDI B/BAD BUNNY/J BALVIN,4kYSro6naA4h99UJvo89HB,I LIKE IT,58q2HKrzhC3ozto2nDdN4z
ZZOPM2002123,SKEPTA/CHIP/YOUNG ADZ,2p1fiYHYiXz9qi0JJyxBzN,WAZE,5F3b1gGfnIME7mIaoWT2YF
GBUM71802109,JONAS BLUE FT JACK & JACK,1HBjj22wzbscIZ9sEb5dyf,RISE,5ZSl6gDoV6bPPxzmLeneV9
USRC11900004,KHALID,6LuN9FCkKOj5PcnpouEgny,TALK,6TqXcAFInzjp0bODyvrWEq
USUM71900770,BILLIE EILISH,6qqNVTkY8uBg9cP3Jd7DAH,BURY A FRIEND,4SSnFejRGlZikf02HLewEF
GBARL1900030,YUNGEN FT DAPPY,3ijd7T9kkzgvfx1az6Z3wj,COMFORTABLE,0bXcl7JnhraHGIqqilbQxI
GBUM72000217,JAX JONES/SOLVEIG/RAYE/EUROPA,4Q6nIcaBED8qUel8bBx6Cr,TEQUILA,6fU55C7VdMSSkJ0ZGmX2Kg
USATV2100374,CARDI B,2qoQgPAilErOKCwE2Y8wOG,UP,0WNfQxDGaPTl0yogcMR5v1
GBARL2001158,HEADIE ONE FT AITCH,6UCQYrcJ6wab6gnQ89OJFh,PARLEZ-VOUS ANGLAIS,0ZyAAuNPp8750uzkTMbt1u
UKWLG2300016,D GUETTA/ANNE-MARIE/COI LERAY,1Cs0zKBU1kc0i8ypK3B9ai,BABY DON'T HURT ME,3BKD1PwArikchz2Zrlp1qi
QMBZ92051791,BTS,3Nrfpe0tUJi4K4DXYWgMUX,LIFE GOES ON,5FVbvttjEvQ8r2BgUcJgNg
QMJMT2103643,J COLE & LIL BABY,6l3HvQ5sa6mXTsMTB19rO5,P R I D E . I S . T H E . D E V I L,36HEbeiwJ2FkLHgBv0qEfV
GBAYE0302805,JOHN & YOKO/PLASTIC ONO BAND,4x1nvY2FN8jxqAFA0DA02H,HAPPY XMAS (WAR IS OVER),27RYrbL6S02LNVhDWVl38b
GBUM71902012,MOSTACK FT STORMZY,14H15rElxdGClICOZXEYHP,SHINE GIRL,4GwPFO8jSGIsh5udMEfKZ2
USSM12002217,SCOTTS/TRAVIS SCOTT/KID CUDI,2PaZWGu5T5nHjY2xxAkFsT,THE SCOTTS,39Yp9wwQiSRIDOvrVg7mbk
GB1302001140,DUA LIPA,6M2wZ9GZgrQXHCFfjv46we,WE'RE GOOD,1diS6nkxMQc3wwC4G1j0bh
GBARL2000038,J HUS FT BURNA BOY,2a0uxJgbvvIRI4GX8pYfcr,PLAY PLAY,3R60ekRcGXuaoZmnbdlf3n
USUM72100805,SABRINA CARPENTER,74KM79TiuVKeVCqs8QtB0B,SKIN,03B2SfXuvDh1m9F4tqrX07
GBARL2201902,VENBEE & GODDARD,4UWWa5dKgTLAx8mv6Ju6X1,MESSY IN HEAVEN,14nNXuNGXhiUteElMo5pLo
USSM12302165,LABRINTH,2feDdbD5araYcm6JhFHHw7,NEVER FELT SO ALONE,2NbsBSshscKIPRG3kwBbfo
GBAWV9800958,FAT LES,4BHU68IINW0fZNRIvSOir5,VINDALOO,6rok0MW3ze4KBEng4ZBAna
DEUM71900680,LEWIS CAPALDI,4GNC7GD6oZMSxPGyXy4MNB,HOLD ME WHILE YOU WAIT,60iSKGrGazRzICtMjADNSM
GB1101901175,AITCH FT ZIEZIE,2PJEagPIxaBugeMjIyKVXF,BUSS DOWN,584UC3Qpm8SbYd7aRWKREu
GBARL2201626,TOM GRENNAN,5SHxzwjek1Pipl1Yk11UHv,ALL THESE NIGHTS,1VeAXUa20YkzfEi1Zk2y0o
USSM12300443,KID LAROI,2tIP7SsRs7vjIcLrU85W8J,LOVE AGAIN,4sx6NRwL6Ol3V6m9exwGlQ
TCAEA1802695,SURFACES,4ETSs924pXMzjIeD6E9b4u,SUNDAY BEST,1Cv1YLb4q0RzL6pybtaMLo
USUM71905581,ARIANA GRANDE & VICTORIA MONET,66CXWjxzNUsdJxJ2JdwvnR,MONOPOLY,6tsOcBnaKgzK22yEiqRh8P
GB2DY2200727,D-BLOCK EUROPE,5VadK1havLhK1OpKYsXv9y,CONOR MCGREGOR,6sxbe2ZGLQ6hbBvjEdunkd
USSM12202421,LIL TJAY,6jGMq4yGs7aQzuGsMgVgZR,IN MY HEAD,1HvTxgCj0mTzQlEo0zLvFb
USUG12208606,DRAKE & 21 SAVAGE,3TVXtAsR1Inumwj472S9r4,CIRCO LOCO,7GeTsDIc5ykNB6lORO6Cee
QMRSZ2000116,KSI FT TRIPPIE REDD,1nzgtKYFckznkcVMR3Gg4z,WAKE UP CALL,5nlaZI6f3jvKZXt8Xmt2h7
GBAHS1800522,JESS GLYNNE,4ScCswdRlyA23odg9thgIO,ALL I AM,4KbXLyluZKq3sTHL8XKsRL
USUM72014720,MACHINE GUN KELLY & BLACKBEAR,6TIYQ3jFPwQSRmorSezPxX,MY EX'S BEST FRIEND,0I8lswmmV7otlaAbZbwfXY
QM4TX2221661,ROSA LINN,46xBNx0j6cwY6sD9LgMTm1,SNAP,76OGwb5RA9h4FxQPT33ekc
GBAYE2000596,ASHNIKKO,3PyJHH2wyfQK3WZrk9rpmP,DAISY,2g1KggY9PKvsoEAOaiz4xx
GBK3W1800807,1975,3mIj9lX2MWuHmhNCA7LSCW,TOOTIMETOOTIMETOOTIME,33DzKnwuBE6lfOiADwzd5E
GB2DY2300001,FREDO,3rbtPd0NcvhO2AzMfzx90z,DAVE FLOW,5ajPDIvcDgbg0THed3G8To
USAT22203487,JACK HARLOW FT DRAKE,2LIk90788K0zvyj2JJVwkJ,CHURCHILL DOWNS,3EMp20j5E42MxfFbsEsIvD
USUM71917357,LADY GAGA,1HY2Jd0NmPuamShAr6KMms,STUPID LOVE,7yBbV2k2S2uhaQc24NF2xt
GBUM72202305,JAX JONES/CALUM SCOTT,4Q6nIcaBED8qUel8bBx6Cr,WHISTLE,4q05KbxYZ5JdkmrletgPjF
GB2DY2100788,DIGGA D,57n1OF36WvtOeATY6WQ6iw,RED LIGHT GREEN LIGHT,5Qq3zFalngksq1frZ7idHt
USAT21907355,DOJA CAT,5cj0lLjcoR7YOSnhnX0Po5,BOSS BITCH,78qd8dvwea0Gosb6Fe6j3k
QMRSZ2000908,KSI FT OFFSET,1nzgtKYFckznkcVMR3Gg4z,CAP,3xcgXaHFeoCs0xTRJvqDGm
USUG12205734,TAYLOR SWIFT,06HL4z0CvFAxyc27GXpf02,LAVENDER HAZE,5jQI2r1RdgtuT8S3iG8zFC
GBUM72006953,FREDO FT DAVE,3rbtPd0NcvhO2AzMfzx90z,MONEY TALKS,31gzwBma4iEppvk8um5ZGx
GBAHT1901121,DUA LIPA,6M2wZ9GZgrQXHCFfjv46we,DON'T START NOW,3PfIrDoz19wz7qK7tYeu62
QZA742002191,6IX9INE,7gZfnEnfiaHzxARJ2LeXrf,GOOBA,1XdbvPWz4lhyRBMz9cBy8b
GB1102000834,DENO/OFB BANDOKAY/DOUBLE LZ,58ICshZ0AgBMNJiLHK3U8l,CIRCLES,5TazMTxxEsLZMwnjjdb5t9
QMCE31902585,YNW MELLY,1cNDP5yjU5vjeR8qMf4grg,SUICIDAL,1iSqfoUFnQwV0QW1EfUit8
QMBZ91970052,AJ TRACEY & SKEPTA,4Xi6LSfFqv26XgP9NKN26U,KISS AND TELL,29Y1hEc0NSxvFylHFV8W9e
USQX92202485,KANYE WEST & XXXTENTACION,5K4W6rqBFWDnAN6FQUkS6x,TRUE LOVE,06JvOZ39sK8D8SqiqfaxDU
GBARL1800185,ZIEZIE,26XzvosH2cl8Re6KSo9m8Z,FINE GIRL,2H9zpvV33I48HE5jnNvWVB
USA370509585,BOBBY BORIS PICKETT,42MRYPhQfcEXqb18dl5ERX,MONSTER MASH,6GmL39a9OazWtyMkAbJz7v
GBARL2000040,J HUS FT KOFFEE,2a0uxJgbvvIRI4GX8pYfcr,REPEAT,6Yblv6BbZHIkyrpYl4E0Zk
DECE72003523,ATB/TOPIC/A7S,7jZM5w05mGhw6wTB1okhD9,YOUR LOVE (9PM),5YaskwnGDZFDRipaqzbwQx
USUYG1225643,XXXTENTACION,15UsOTVnJzReFVN1VCnxy4,BAD,22An65gG31JLf9n18qjdhZ
USAT21811535,PINK,1KCSPY1glIKqW2TotWuXOR,A MILLION DREAMS,0oagwWkGlBoACUuKvTmqZV
ZZOPM2240774,CENTRAL CEE,5H4yInM5zmHqpKIoMNAx4r,LA LEAKERS FREESTYLE,5gpyyqA9WZyWu24ESUzrkk
USSM12300149,MILEY CYRUS,26Lja0Loc02XwrkUdLH7X9,JADED,6sEiNwV8cOQVbtvMnzZZYH
GBCCS8401051,PAUL MCCARTNEY,4STHEaNw4mPZ2tzheohgXB,WONDERFUL CHRISTMASTIME,78ghn0a3Ptl9Pt294VDXUR
QMBZ91949584,CAST OF RUPAUL'S DRAG RACE UK,7oNsk0nkBTccrd9DTdeiPc,BREAK UP BYE BYE,13lgFanIzQVjIiVvxyAjjS
